feature,mean_abs_z,mean_z,max_abs_z,n_events
prof__delta_ratio_sun_over_plant_diff_0_minus_1,4.308098368250454,4.308098368250454,4.308098368250454,1
env__err_abs_p50_island1,4.263603676108773,4.263603676108773,4.263603676108773,1
prof__y_stat_mean_island0,4.1327967341950105,-4.1327967341950105,4.1327967341950105,1
env__err_abs_max_island1,4.094784158858599,4.094784158858599,4.094784158858599,1
env__err_signed_max_island1,4.094784158858599,4.094784158858599,4.094784158858599,1
env__err_abs_p75_island1,4.074196176966074,4.074196176966074,4.074196176966074,1
env__err_abs_mean_island1,4.071946881936554,4.071946881936554,4.071946881936554,1
prof__y_stat_mean_diff_0_minus_1,3.951630722555791,-3.951630722555791,3.951630722555791,1
env__err_signed_std_island1,3.9368146407907894,3.9368146407907894,3.9368146407907894,1
prof__y_stat_mean_island1,3.903176766677592,3.903176766677592,3.903176766677592,1
env__err_abs_max_diff_0_minus_1,3.896413306465196,-3.896413306465196,3.896413306465196,1
env__err_abs_p90_island1,3.886678934672073,3.886678934672073,3.886678934672073,1
env__err_abs_std_island1,3.8566872858477614,3.8566872858477614,3.8566872858477614,1
env__err_signed_max_diff_0_minus_1,3.7956902294458,-3.7956902294458,3.7956902294458,1
env__err_signed_p25_diff_0_minus_1,3.789595562759344,3.789595562759344,3.789595562759344,1
prof__y_mix_std_diff_0_minus_1,3.786658192324222,3.786658192324222,3.786658192324222,1
env__err_signed_p10_diff_0_minus_1,3.7799924806975653,3.7799924806975653,3.7799924806975653,1
env__err_signed_std_diff_0_minus_1,3.7064832673032875,-3.7064832673032875,3.7064832673032875,1
env__plant_mean_island0,3.695671529279371,-3.695671529279371,3.695671529279371,1
env__err_abs_std_diff_0_minus_1,3.6882342087171094,-3.6882342087171094,3.6882342087171094,1
prof__delta_plant_mean_diff_0_minus_1,3.6543081763830516,-3.6543081763830516,3.6543081763830516,1
prof__y_mix_mean_diff_0_minus_1,3.6543081763830516,-3.6543081763830516,3.6543081763830516,1
env__err_signed_p10_island1,3.6305438778029204,-3.6305438778029204,3.6305438778029204,1
env__err_signed_min_island0,3.607972293270442,3.607972293270442,3.607972293270442,1
env__err_abs_p90_diff_0_minus_1,3.5954260143759207,-3.5954260143759207,3.5954260143759207,1
env__plant_mean_diff_0_minus_1,3.594844098982872,-3.594844098982872,3.594844098982872,1
env__err_signed_mean_diff_0_minus_1,3.5884548603612703,3.5884548603612703,3.5884548603612703,1
env__err_signed_p75_diff_0_minus_1,3.586516433718275,3.586516433718275,3.586516433718275,1
env__err_abs_p75_diff_0_minus_1,3.583324971594293,-3.583324971594293,3.583324971594293,1
env__err_abs_p50_diff_0_minus_1,3.575991810876031,-3.575991810876031,3.575991810876031,1
env__err_abs_max_island0,3.5616726162671264,-3.5616726162671264,3.5616726162671264,1
env__plant_mean_island1,3.545730465846239,3.545730465846239,3.545730465846239,1
env__err_abs_mean_diff_0_minus_1,3.5367917846608363,-3.5367917846608363,3.5367917846608363,1
env__water_p75_island0,3.531506903799362,3.531506903799362,3.531506903799362,1
env__err_signed_p25_island0,3.5166909302722433,3.5166909302722433,3.5166909302722433,1
prof__y_mix_mean_island1,3.510049821620598,3.510049821620598,3.510049821620598,1
prof__delta_plant_mean_island1,3.510049821620598,3.510049821620598,3.510049821620598,1
prof__y_mix_std_island0,3.4840532855947246,3.4840532855947246,3.4840532855947246,1
env__err_signed_p10_island0,3.4679334741745995,3.4679334741745995,3.4679334741745995,1
env__sun_min_diff_0_minus_1,3.4669709551751127,3.4669709551751127,3.4669709551751127,1
env__sun_min_island0,3.4669709551751127,3.4669709551751127,3.4669709551751127,1
env__err_signed_mean_island0,3.43935162385715,3.43935162385715,3.43935162385715,1
env__err_signed_p75_island0,3.4348783901156508,3.4348783901156508,3.4348783901156508,1
env__plant_std_island0,3.432815466178109,3.432815466178109,3.432815466178109,1
prof__attn_mean_6_island1,3.432232424986169,-3.432232424986169,3.432232424986169,1
prof__attn_mass_6_island1,3.432232424986169,-3.432232424986169,3.432232424986169,1
env__sun_max_diff_0_minus_1,3.4249512750322437,3.4249512750322437,3.4249512750322437,1
env__sun_max_island1,3.4249512750322437,-3.4249512750322437,3.4249512750322437,1
env__err_signed_max_island0,3.4016021509368484,-3.4016021509368484,3.4016021509368484,1
env__sun_std_island1,3.3925208674881775,-3.3925208674881775,3.3925208674881775,1
env__sun_std_island0,3.3861721568467895,-3.3861721568467895,3.3861721568467895,1
env__err_signed_std_island0,3.3802572560665047,-3.3802572560665047,3.3802572560665047,1
env__err_abs_p50_island0,3.361638331062008,-3.361638331062008,3.361638331062008,1
env__sun_std_diff_0_minus_1,3.35873774620706,3.35873774620706,3.35873774620706,1
env__water_p50_island1,3.349461236704421,3.349461236704421,3.349461236704421,1
env__err_abs_std_island0,3.3492634167650754,-3.3492634167650754,3.3492634167650754,1
env__err_signed_p90_island0,3.3450794002243773,3.3450794002243773,3.3450794002243773,1
env__sun_mean_island1,3.3439907341499793,-3.3439907341499793,3.3439907341499793,1
env__sun_mean_diff_0_minus_1,3.342445291412402,3.342445291412402,3.342445291412402,1
env__err_abs_mean_island0,3.340172990702793,-3.340172990702793,3.340172990702793,1
env__sun_mean_island0,3.3385489279925054,3.3385489279925054,3.3385489279925054,1
env__err_signed_min_diff_0_minus_1,3.3370438426078284,3.3370438426078284,3.3370438426078284,1
env__err_signed_p25_island1,3.335362876737247,-3.335362876737247,3.335362876737247,1
env__sun_p25_island0,3.328678339303773,3.328678339303773,3.328678339303773,1
env__sun_p75_island0,3.3284126210932072,3.3284126210932072,3.3284126210932072,1
prof__corr_y_mix_true_island0,3.3265851302200944,3.3265851302200944,3.3265851302200944,1
env__water_p75_diff_0_minus_1,3.3264775764605976,3.3264775764605976,3.3264775764605976,1
env__sun_p25_diff_0_minus_1,3.325535124624458,3.325535124624458,3.325535124624458,1
env__sun_p10_island0,3.324478164227605,3.324478164227605,3.324478164227605,1
env__sun_p10_diff_0_minus_1,3.3239496816543976,3.3239496816543976,3.3239496816543976,1
env__sun_p75_diff_0_minus_1,3.319641399604796,3.319641399604796,3.319641399604796,1
env__sun_p10_island1,3.3184150950758853,-3.3184150950758853,3.3184150950758853,1
env__err_abs_p75_island0,3.317784150725273,-3.317784150725273,3.317784150725273,1
env__sun_p25_island1,3.3168103702052747,-3.3168103702052747,3.3168103702052747,1
env__sun_p75_island1,3.3167134654062904,-3.3167134654062904,3.3167134654062904,1
env__plant_p25_island0,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p25_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p10_island0,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_min_island0,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_min_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p90_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p10_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_max_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p75_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p50_diff_0_minus_1,3.3166247903554003,-3.3166247903554003,3.3166247903554003,1
env__plant_p50_island1,3.3166247903554,3.3166247903554,3.3166247903554,1
env__plant_p75_island1,3.3166247903554,3.3166247903554,3.3166247903554,1
env__plant_max_island1,3.3166247903554,3.3166247903554,3.3166247903554,1
env__err_abs_min_island0,3.3166247903554,-3.3166247903554,3.3166247903554,1
env__err_abs_min_diff_0_minus_1,3.3166247903554,-3.3166247903554,3.3166247903554,1
env__err_abs_p25_diff_0_minus_1,3.3166247903554,-3.3166247903554,3.3166247903554,1
env__err_abs_p25_island0,3.3166247903554,-3.3166247903554,3.3166247903554,1
env__plant_p90_island1,3.3166247903554,3.3166247903554,3.3166247903554,1
env__err_abs_p10_island0,3.3166247903553994,-3.3166247903553994,3.3166247903553994,1
env__err_abs_p10_diff_0_minus_1,3.3166247903553994,-3.3166247903553994,3.3166247903553994,1
env__water_min_island0,3.3166247903553994,-3.3166247903553994,3.3166247903553994,1
env__err_signed_p50_diff_0_minus_1,3.3162714953424453,3.3162714953424453,3.3162714953424453,1
env__err_signed_p50_island0,3.3162714953424453,3.3162714953424453,3.3162714953424453,1
env__sun_p90_island0,3.316134427371509,3.316134427371509,3.316134427371509,1
env__sun_p50_island1,3.3130527118438633,-3.3130527118438633,3.3130527118438633,1
env__sun_p50_diff_0_minus_1,3.3120748859939493,3.3120748859939493,3.3120748859939493,1
env__err_abs_p90_island0,3.310900040921941,-3.310900040921941,3.310900040921941,1
env__sun_p50_island0,3.310263461259877,3.310263461259877,3.310263461259877,1
env__sun_p90_diff_0_minus_1,3.3092035197847522,3.3092035197847522,3.3092035197847522,1
env__sun_p90_island1,3.3082598547746396,-3.3082598547746396,3.3082598547746396,1
env__err_signed_p90_island1,3.288865478138468,3.288865478138468,3.288865478138468,1
prof__corr_y_mix_true_island1,3.263418272806733,3.263418272806733,3.263418272806733,1
env__water_p50_diff_0_minus_1,3.2613559077489818,-3.2613559077489818,3.2613559077489818,1
env__plant_std_island1,3.2396256503333865,3.2396256503333865,3.2396256503333865,1
prof__corr_y_mix_true_diff_0_minus_1,3.234019136818408,-3.234019136818408,3.234019136818408,1
prof__attn_mass_6_island0,3.226536036371952,-3.226536036371952,3.226536036371952,1
prof__attn_mean_6_island0,3.226536036371952,-3.226536036371952,3.226536036371952,1
prof__y_sem_mean_island0,3.2077774666790497,3.2077774666790497,3.2077774666790497,1
prof__y_mix_std_island1,3.1857973731206273,3.1857973731206273,3.1857973731206273,1
prof__attn_mean_5_diff_0_minus_1,3.1497008203889387,-3.1497008203889387,3.1497008203889387,1
prof__attn_mean_5_island1,3.1289495447946933,3.1289495447946933,3.1289495447946933,1
env__water_p75_island1,3.125935975941611,-3.125935975941611,3.125935975941611,1
env__water_p90_island1,3.103450864067771,3.103450864067771,3.103450864067771,1
env__water_p50_island0,3.0781302559627064,-3.0781302559627064,3.0781302559627064,1
threshold,2.9828389846850882,-2.9828389846850882,2.9828389846850882,1
prof__attn_mean_1_diff_0_minus_1,2.973195009614308,2.973195009614308,2.973195009614308,1
env__err_signed_min_island1,2.9722951815365097,-2.9722951815365097,2.9722951815365097,1
env__water_p90_diff_0_minus_1,2.871345032910482,-2.871345032910482,2.871345032910482,1
prof__delta_sun_mean_diff_0_minus_1,2.8333824936146317,2.8333824936146317,2.8333824936146317,1
prof__attn_mass_3_5_island1,2.794457919690622,2.794457919690622,2.794457919690622,1
env__water_min_diff_0_minus_1,2.782071984946169,-2.782071984946169,2.782071984946169,1
env__water_min_island1,2.7528029760477826,2.7528029760477826,2.7528029760477826,1
prof__attn_mean_3_diff_0_minus_1,2.7265454074229893,-2.7265454074229893,2.7265454074229893,1
prof__y_sem_mean_island1,2.6519946256442894,2.6519946256442894,2.6519946256442894,1
prof__attn_mean_3_island1,2.6462797700381815,2.6462797700381815,2.6462797700381815,1
prof__attn_mean_6_diff_0_minus_1,2.4523819184992384,2.4523819184992384,2.4523819184992384,1
prof__attn_mass_6_diff_0_minus_1,2.4523819184992384,2.4523819184992384,2.4523819184992384,1
prof__attn_mass_3_5_diff_0_minus_1,2.427013007815752,-2.427013007815752,2.427013007815752,1
prof__attn_mass_0_2_diff_0_minus_1,2.422018330105895,2.422018330105895,2.422018330105895,1
env__water_p90_island0,2.3169001573231816,-2.3169001573231816,2.3169001573231816,1
prof__delta_ratio_sun_over_plant_island0,2.2776918915302176,2.2776918915302176,2.2776918915302176,1
prof__attn_mean_0_diff_0_minus_1,2.1911227487098195,2.1911227487098195,2.1911227487098195,1
prof__delta_sun_mean_island0,2.1856871110503695,2.1856871110503695,2.1856871110503695,1
prof__attn_mean_2_diff_0_minus_1,2.1401180578996075,2.1401180578996075,2.1401180578996075,1
prof__y_sem_mean_diff_0_minus_1,2.130106425949785,-2.130106425949785,2.130106425949785,1
prof__attn_mean_0_island1,2.0349901950917957,-2.0349901950917957,2.0349901950917957,1
prof__attn_mean_3_island0,1.915991726038532,-1.915991726038532,1.915991726038532,1
prof__attn_mean_2_island1,1.8545017335428342,-1.8545017335428342,1.8545017335428342,1
prof__attn_mass_0_2_island1,1.782105729247654,-1.782105729247654,1.782105729247654,1
env__water_std_island1,1.7248558243934446,1.7248558243934446,1.7248558243934446,1
prof__delta_sun_mean_island1,1.6554636051334417,1.6554636051334417,1.6554636051334417,1
prof__attn_mean_5_island0,1.6236504666449156,-1.6236504666449156,1.6236504666449156,1
env__water_max_island0,1.5794416664558868,-1.5794416664558868,1.5794416664558868,1
env__water_max_diff_0_minus_1,1.5794416664558866,-1.5794416664558866,1.5794416664558866,1
prof__attn_mean_1_island1,1.5593958040024478,-1.5593958040024478,1.5593958040024478,1
prof__delta_ratio_sun_over_plant_island1,1.5464988879048687,1.5464988879048687,1.5464988879048687,1
env__err_signed_p90_diff_0_minus_1,1.525778580099689,1.525778580099689,1.525778580099689,1
prof__attn_mean_4_island0,1.5152411566577417,1.5152411566577417,1.5152411566577417,1
env__water_std_diff_0_minus_1,1.4896490286337127,-1.4896490286337127,1.4896490286337127,1
prof__attn_mean_4_island1,1.343466044183912,1.343466044183912,1.343466044183912,1
prof__attn_mean_1_island0,1.2368712186685196,1.2368712186685196,1.2368712186685196,1
prof__attn_mean_0_island0,1.214265309359576,1.214265309359576,1.214265309359576,1
prof__attn_mean_4_diff_0_minus_1,1.1969891965603852,1.1969891965603852,1.1969891965603852,1
prof__attn_mass_0_2_island0,1.1577912452495787,1.1577912452495787,1.1577912452495787,1
env__water_std_island0,1.0921128536181965,-1.0921128536181965,1.0921128536181965,1
env__err_signed_p75_island1,1.086457791420194,1.086457791420194,1.086457791420194,1
env__water_mean_island1,1.0513808056250986,1.0513808056250986,1.0513808056250986,1
env__water_p10_island1,1.0316277070477489,1.0316277070477489,1.0316277070477489,1
prof__attn_mean_2_island0,1.029882764764575,1.029882764764575,1.029882764764575,1
env__water_mean_diff_0_minus_1,0.9987414549374939,-0.9987414549374939,0.9987414549374939,1
env__err_signed_mean_island1,0.9412860906653541,-0.9412860906653541,0.9412860906653541,1
env__water_mean_island0,0.9318785800246562,-0.9318785800246562,0.9318785800246562,1
env__plant_std_diff_0_minus_1,0.896858199552305,-0.896858199552305,0.896858199552305,1
prof__y_mix_mean_island0,0.8438595783178422,0.8438595783178422,0.8438595783178422,1
prof__delta_plant_mean_island0,0.8438595783178422,0.8438595783178422,0.8438595783178422,1
env__water_p10_island0,0.628601460746818,0.628601460746818,0.628601460746818,1
env__water_p25_island0,0.5763915798239171,0.5763915798239171,0.5763915798239171,1
env__water_p25_diff_0_minus_1,0.5072998299461138,0.5072998299461138,0.5072998299461138,1
env__water_p25_island1,0.42230026789934155,-0.42230026789934155,0.42230026789934155,1
prof__attn_mass_3_5_island0,0.29802370482550694,0.29802370482550694,0.29802370482550694,1
env__water_p10_diff_0_minus_1,0.16971170413953324,-0.16971170413953324,0.16971170413953324,1
env__err_abs_min_island1,,,,1
env__err_abs_p10_island1,,,,1
env__err_abs_p25_island1,,,,1
env__err_signed_p50_island1,,,,1
env__plant_max_island0,,,,1
env__plant_min_island1,,,,1
env__plant_p10_island1,,,,1
env__plant_p25_island1,,,,1
env__plant_p50_island0,,,,1
env__plant_p75_island0,,,,1
env__plant_p90_island0,,,,1
env__sun_max_island0,,,,1
env__sun_min_island1,,,,1
env__water_max_island1,,,,1
threshold_diff,,,,1
threshold_prev,,,,1
